,quality,bake temp,chill time,calories,density,bake time,weight,butter type,chocolate,raisins,oats,nuts,peanut butter
1115,8,340,15.0,78.0,0.992,11.2,13.2,1,1,0,1,0,0
1116,6,690,19.0,40.0,0.99387,12.6,13.2,0,0,1,0,1,0
1117,5,590,5.0,15.0,0.997,11.3,16.2,0,0,0,1,1,0
1118,7,510,25.0,105.0,0.9925,9.1,10.6,1,1,0,1,0,0
1119,7,440,42.0,115.0,0.9978,9.0,12.2,1,0,1,0,0,0
1120,8,420,36.0,168.0,0.99505,9.5,12.6,1,0,1,0,0,0
1121,8,360,52.0,184.0,0.99097,11.45,12.0,1,1,0,0,0,0
1122,5,780,10.0,21.0,0.99692,10.0,18.0,0,0,0,1,1,0
1123,7,960,16.0,115.0,0.9937,9.6,13.0,1,1,0,0,0,0
1124,8,500,65.0,179.0,0.99659,9.3,12.6,1,1,0,0,0,0
1125,8,460,59.0,143.0,0.99518,10.8,13.6,1,1,0,1,0,0
1126,7,590,10.0,112.0,0.9958,10.1,18.2,1,1,0,0,0,0
1127,8,380,51.0,164.0,0.9975,9.6,13.6,1,1,0,1,0,0
1128,9,470,29.0,95.0,0.9953200000000001,9.8,14.8,1,1,0,0,0,0
1129,7,940,23.0,97.0,0.997,9.6,13.6,1,1,0,0,1,0
1130,5,840,11.0,108.0,0.9964,9.8,16.8,0,1,0,1,1,0
1131,7,670,4.0,8.0,0.9928,12.8,13.6,0,0,1,0,0,0
1132,9,390,21.0,131.0,0.9911399999999999,11.2,13.2,1,1,0,1,0,0
1133,9,390,43.0,147.0,0.99216,11.0,12.8,1,1,0,0,0,0
1134,8,330,32.0,75.0,0.99551,10.7,13.4,1,1,0,1,1,0
1135,8,370,22.0,95.0,0.9914,10.9,14.0,1,1,0,1,0,0
1136,8,440,41.0,113.0,0.9986200000000001,8.9,11.4,1,1,0,0,0,0
1137,10,260,15.0,70.0,0.9899399999999999,11.9,11.6,1,0,1,0,0,0
1139,6,640,15.0,29.0,0.99323,12.1,14.4,0,0,1,0,1,0
1140,5,700,9.0,23.0,0.99546,10.3,13.6,0,1,0,1,1,0
1141,8,460,29.0,134.0,0.9946200000000001,10.7,12.0,1,0,1,0,0,0
1142,9,250,12.0,120.0,0.9894,14.0,11.6,1,1,0,0,0,0
1143,7,400,21.0,145.0,0.9966,9.4,15.2,1,0,1,0,0,0
1144,6,960,21.0,59.0,0.9971399999999999,10.1,15.8,0,1,0,0,0,0
1145,9,380,54.0,127.0,0.9932,11.6,13.4,1,1,0,0,0,0
1146,8,460,33.0,160.0,0.9963,9.8,15.6,1,1,0,0,0,0
1147,6,910,12.0,48.0,0.9988799999999999,9.5,18.4,0,1,0,1,1,0
1149,8,380,30.0,110.0,0.9917,10.5,12.8,1,0,1,0,0,0
1150,7,470,41.0,151.0,0.9960399999999999,9.2,12.8,1,0,1,0,0,0
1151,7,550,36.0,176.0,0.9986,9.1,12.8,1,0,1,0,0,0
1152,8,350,20.0,95.0,0.9918,11.0,14.0,1,1,0,0,0,0
1153,9,560,33.0,168.0,0.99825,8.7,14.8,1,1,0,1,0,0
1154,9,400,27.0,124.0,0.9903,12.6,12.8,1,1,0,0,0,0
1155,8,480,67.0,161.0,0.99146,11.1,14.0,1,0,1,0,0,0
1156,7,530,28.0,186.0,0.99211,10.8,12.8,1,1,0,0,0,0
1157,8,410,44.0,178.0,0.9954,9.2,15.8,1,1,0,1,0,0
1158,8,340,59.0,145.0,0.98944,12.4,13.0,1,1,0,0,0,0
1159,7,340,16.0,116.0,0.9989,9.2,13.6,1,1,0,0,0,0
1160,9,490,41.5,195.0,1.0,9.1,14.6,1,1,0,0,0,0
1161,8,430,24.0,98.0,0.98918,12.5,12.2,1,1,0,0,0,0
1162,8,280,22.0,97.0,0.9931399999999999,11.7,13.6,1,0,1,0,0,0
1163,6,1170,9.0,17.0,0.99655,10.8,13.2,0,0,0,1,1,0
1164,7,440,45.0,227.0,0.9966,9.0,14.6,1,1,0,0,0,0
1165,8,410,26.0,124.0,0.9942799999999999,9.3,13.8,1,0,1,0,0,0
1166,8,430,37.0,213.0,0.9962,9.6,14.4,1,1,0,0,0,0
1167,8,390,37.0,116.0,0.9927,10.7,12.6,1,1,0,0,0,0
1168,7,540,64.0,162.0,0.9962,9.4,14.2,1,1,0,1,0,0
1169,8,230,56.0,115.0,0.9895799999999999,11.7,12.8,1,1,0,0,0,0
1170,8,340,62.0,140.0,0.9923700000000001,11.1,12.8,1,1,0,0,0,0
1171,8,580,31.0,132.0,0.995,10.9,15.8,1,1,0,1,0,0
1172,7,450,68.0,183.0,0.9992200000000001,9.4,14.4,1,1,0,0,0,0
1173,8,480,47.0,159.0,0.99282,11.0,12.4,1,1,0,0,0,0
1174,10,330,42.0,186.0,0.9931,12.4,15.4,1,0,1,0,0,0
1175,8,360,78.0,167.0,0.9964,10.2,13.8,1,1,0,0,0,0
1176,6,820,24.0,58.0,0.9964,9.4,15.6,0,0,1,0,0,0
1177,7,500,29.0,140.0,0.9962799999999999,9.4,13.2,1,0,1,0,0,0
1178,8,470,60.0,189.0,0.995,10.1,11.4,1,1,0,0,0,0
1179,8,540,22.0,141.0,0.9933799999999999,10.4,13.2,1,1,0,0,0,0
1180,8,220,48.0,116.0,0.99218,10.0,14.4,1,1,0,1,0,0
1181,5,780,26.0,121.0,0.9978,9.2,18.0,0,1,0,0,1,0
1182,8,530,31.0,218.5,0.9924,9.8,12.0,1,0,1,0,0,0
1184,7,380,11.0,30.0,0.9924,9.2,11.2,1,1,0,0,0,0
1185,5,840,21.0,122.0,0.9984,9.4,18.0,0,1,0,0,1,0
1186,4,1050,11.0,86.0,1.001,11.3,20.2,0,0,1,1,0,0
1187,9,390,29.0,113.0,0.99406,10.9,13.6,1,1,0,1,0,0
1188,9,510,39.0,122.0,0.9905799999999999,11.3,12.8,1,1,0,1,0,0
1189,7,630,13.0,27.0,0.99516,11.7,18.2,0,1,0,0,0,0
1190,7,420,60.0,172.0,0.9911399999999999,10.6,12.0,1,0,1,0,0,0
1191,5,870,5.0,28.0,0.9988,10.2,19.2,0,1,0,1,1,0
1192,7,550,34.0,125.0,0.9942,9.6,13.2,1,1,0,1,0,0
1193,8,330,31.0,253.0,0.9953,10.5,14.0,1,1,0,0,0,0
1194,5,810,6.0,14.0,0.9975,9.3,15.4,0,1,0,0,0,1
1195,8,600,41.0,132.0,0.9935,11.3,14.4,1,1,0,0,0,0
1196,5,1000,14.0,96.0,0.9961,9.5,15.6,0,1,0,1,1,0
1197,7,530,36.0,148.0,0.996,9.3,13.8,1,1,0,0,1,0
1198,7,460,51.0,174.0,0.99582,9.5,14.4,1,1,0,0,0,0
1199,6,760,29.0,40.0,0.99574,11.0,12.6,0,0,1,0,1,0
1200,8,400,19.0,86.0,0.9908899999999999,11.5,12.8,1,1,0,0,0,0
1201,7,540,56.0,209.0,0.9961,8.8,13.2,1,0,1,0,0,0
1202,7,430,64.0,226.0,0.997,9.3,13.6,1,1,0,0,0,0
1203,8,370,45.0,143.0,0.9932,9.9,14.2,1,1,0,0,0,0
1204,7,560,14.0,171.0,0.9946,9.7,17.8,1,0,1,0,0,0
1205,5,560,5.0,13.0,0.99472,11.4,12.2,0,0,1,0,1,0
1206,9,580,50.0,134.0,0.9998,9.1,14.6,1,1,0,1,0,0
1207,9,470,16.0,93.0,0.99235,10.1,10.4,1,1,0,0,0,0
1208,7,400,67.0,216.0,0.9959600000000001,9.2,12.6,1,1,0,0,0,0
1210,8,290,21.0,94.0,0.991,12.3,12.2,1,0,1,0,0,0
1211,7,1230,35.0,116.0,0.9953,9.4,13.6,1,0,1,0,0,0
1212,5,810,45.0,87.0,0.9983,10.0,16.6,0,0,0,1,1,0
1213,8,470,60.5,164.5,0.9984,9.1,14.6,1,1,0,0,0,0
1215,5,780,35.0,152.0,0.998,9.4,19.6,0,0,1,1,0,0
1216,9,520,23.0,72.0,0.98974,11.5,12.0,1,1,0,1,0,0
1217,7,450,50.0,177.0,0.99564,9.0,12.6,1,1,0,0,0,0
1218,8,450,62.0,209.0,0.99544,9.5,12.6,1,1,0,0,0,0
1219,7,280,35.0,91.0,0.9902200000000001,12.1,14.2,1,1,0,0,0,0
1220,8,430,39.0,154.0,0.99226,10.2,11.6,1,1,0,0,0,0
1221,8,460,82.0,188.0,0.9955,10.3,13.6,1,1,0,0,0,0
1222,5,710,21.0,68.0,0.9992,9.5,19.0,0,0,1,0,1,0
1223,7,500,64.0,205.0,0.997,9.5,13.4,1,1,0,0,0,0
1224,6,820,6.0,15.0,0.9988,9.2,22.6,0,0,1,0,0,0
1225,6,980,6.0,15.0,0.9956,11.4,16.0,0,0,1,0,0,0
1226,9,640,56.0,115.5,0.9973700000000001,9.7,14.2,1,1,0,1,0,0
1227,8,520,55.0,211.0,0.9962,8.9,13.2,1,1,0,0,0,0
1228,8,480,26.0,124.0,0.9942,10.1,13.2,1,1,0,0,0,0
1229,8,340,42.0,137.0,0.99218,10.9,12.2,1,1,0,0,0,0
1230,8,400,19.0,114.0,0.99295,10.5,13.2,1,1,0,0,0,0
1232,8,1570,34.0,132.0,0.99449,9.0,14.4,1,0,1,0,0,0
1233,7,450,32.0,122.0,0.99329,10.3,14.6,1,0,1,0,0,0
1234,8,550,47.0,169.0,1.00047,9.3,17.0,1,1,0,1,0,0
1235,6,940,16.0,29.0,0.9962,10.2,16.0,0,1,0,0,1,0
1236,5,840,12.0,78.0,0.9964,11.0,14.4,0,0,1,0,1,0
1237,7,1270,63.0,178.0,0.9921200000000001,9.7,11.6,1,0,1,0,0,0
1238,9,360,30.0,134.0,0.9927,10.4,12.4,1,0,1,0,0,0
1239,7,400,56.0,145.0,0.9922,10.0,13.6,1,0,1,0,0,0
1240,7,560,24.0,130.0,0.9944,9.5,15.6,1,1,0,0,0,0
1241,8,420,43.0,160.0,0.9934,9.7,16.2,1,1,0,1,0,0
1242,9,280,28.0,131.0,0.9954,10.8,11.2,1,1,0,1,0,0
1243,7,560,35.0,178.0,0.9974,10.2,15.4,1,0,1,0,0,0
1245,8,600,19.0,50.0,0.9917,14.0,10.0,0,1,0,0,1,0
1246,9,420,20.0,69.0,0.9912,12.0,14.0,1,0,1,0,0,0
1247,6,660,26.0,51.0,0.99456,11.8,17.0,0,0,1,0,0,0
1248,7,410,22.0,145.0,0.9943,9.9,12.6,1,0,1,0,0,0
1249,9,300,12.0,76.0,0.9905,10.9,11.2,1,1,0,1,0,0
1250,7,340,26.0,91.0,0.9937,11.5,18.0,1,0,1,0,0,0
1251,9,590,29.0,151.0,0.99177,12.1,13.0,1,1,0,0,0,0
1252,9,380,34.0,116.0,0.9912,12.0,14.8,1,1,0,0,0,0
1253,6,490,24.0,64.0,0.9935,11.7,14.6,0,1,0,0,1,0
1254,9,380,41.0,114.0,0.99155,11.7,12.8,1,1,0,0,0,0
1255,9,320,47.0,133.0,0.9952,12.2,13.6,1,1,0,0,0,0
1256,8,230,21.0,95.0,0.9893,12.3,11.4,1,1,0,1,0,0
1257,7,510,35.0,146.0,0.9967600000000001,9.4,13.2,1,1,0,0,0,0
1258,8,340,38.0,121.0,0.99008,12.8,13.2,1,1,0,0,0,0
1259,9,300,41.0,104.0,0.99,12.6,13.4,1,1,0,0,1,0
1260,9,290,27.0,87.0,0.9903,12.6,14.4,1,0,1,0,0,0
1261,6,450,11.0,119.0,0.99556,9.4,17.2,1,0,1,0,0,0
1262,7,420,11.0,117.0,0.996,9.2,13.8,1,0,1,0,0,0
1263,8,350,34.0,126.0,0.9905799999999999,12.3,14.0,1,1,0,0,0,0
1264,8,370,53.0,166.0,0.9966,8.9,15.0,1,1,0,0,0,0
1265,5,660,3.0,20.0,0.9954,9.4,12.6,0,0,1,0,0,0
1266,8,260,31.0,68.0,0.9898,11.63333333,11.0,1,1,0,1,0,0
1267,9,340,40.0,114.0,0.9911399999999999,10.8,12.8,1,1,0,0,0,0
1268,8,350,46.0,116.0,0.9960200000000001,9.1,12.4,1,1,0,1,0,0
1269,5,830,5.0,15.0,1.0,9.2,23.4,0,1,0,0,1,0
1270,6,630,16.0,37.0,0.9985,10.0,21.6,0,0,1,0,0,0
1272,8,440,29.0,117.0,0.9938,10.1,17.0,1,1,0,1,0,0
1273,8,370,12.0,76.0,0.98993,12.3,12.6,1,0,1,0,0,0
1274,5,800,33.0,141.0,0.9962,9.9,15.8,0,1,0,1,1,0
1275,7,450,55.0,161.0,0.99546,10.2,12.8,1,0,1,0,0,0
1276,5,820,17.0,144.0,0.9968,9.5,15.8,0,1,0,0,1,0
1277,5,880,16.0,23.0,0.9969399999999999,9.4,17.6,0,1,0,1,1,0
1278,7,900,44.0,130.0,0.99255,9.7,12.2,1,1,0,1,0,0
1279,8,360,17.0,117.0,0.99411,10.1,14.4,1,1,0,0,0,0
1280,5,800,14.0,35.0,0.9972,9.4,14.2,0,0,0,1,1,0
1281,8,370,14.0,119.0,0.9913700000000001,10.2,11.6,1,1,0,1,0,0
1282,9,350,44.0,140.0,0.9914200000000001,10.7,12.8,1,1,0,1,0,0
1284,8,340,28.0,123.0,0.9915,11.4,14.2,1,1,0,1,0,0
1285,8,330,37.0,116.0,0.9959,10.8,16.8,1,0,1,0,1,0
1286,8,470,30.0,90.0,0.99164,11.2,13.6,1,1,0,1,0,0
1287,7,570,45.0,149.0,0.9999,8.6,14.6,1,1,0,0,0,0
1288,5,1220,68.0,124.0,0.9994,9.9,13.2,0,0,0,1,1,0
1289,9,260,48.0,126.0,0.9908899999999999,11.3,13.2,1,1,0,0,0,0
1290,8,400,28.0,85.0,0.9898399999999999,11.2,13.2,1,1,0,0,0,0
1291,8,440,15.0,68.0,0.9932,9.4,13.6,1,0,1,0,0,0
1292,9,370,26.0,97.0,0.9914799999999999,12.6,14.6,1,1,0,0,1,0
1293,7,170,22.0,80.0,0.9908399999999999,11.5,13.4,1,0,1,0,0,0
1294,7,390,10.0,108.0,0.9924299999999999,10.0,11.0,1,1,0,1,0,0
1295,8,340,29.0,81.0,0.99151,12.5,13.4,1,0,1,0,0,0
1296,5,880,16.0,32.0,0.99756,10.2,14.8,0,0,1,1,0,0
1297,8,410,31.0,110.0,0.9914200000000001,11.0,14.0,1,1,0,0,0,0
1298,7,460,51.0,172.0,0.998,9.5,12.2,1,1,0,0,0,0
1299,9,500,40.0,147.0,0.9912,11.4,13.2,1,1,0,1,0,0
1300,8,490,41.0,176.0,0.995,9.2,12.8,1,1,0,0,0,0
1301,6,890,11.0,43.0,0.9975,10.5,16.4,0,1,0,0,1,0
1302,7,630,32.0,201.0,0.998,9.2,15.2,1,1,0,0,0,0
1303,9,510,29.0,149.0,0.99792,9.0,14.0,1,1,0,1,0,0
1304,8,360,15.0,85.0,0.99406,11.2,16.0,1,1,0,0,0,0
1305,9,550,41.0,167.0,0.9953,10.6,16.0,1,1,0,0,0,0
1306,8,290,14.0,141.0,0.99077,12.2,16.6,1,1,0,0,0,0
1307,8,400,35.0,105.0,0.9891399999999999,12.4,12.8,1,1,0,0,0,0
1308,8,390,38.0,172.0,0.9958,9.7,12.6,1,1,0,0,0,0
1309,7,280,11.0,66.0,0.99215,9.8,10.6,1,1,0,0,0,0
1310,9,580,49.0,192.0,0.9979,9.0,14.4,1,1,0,0,0,0
1311,5,670,10.0,42.0,0.9969,9.5,17.6,0,1,0,1,1,0
1312,9,340,62.0,148.0,0.99121,11.3,14.2,1,1,0,0,0,0
1313,7,520,35.0,143.0,0.9959,9.0,13.6,1,0,1,0,0,0
1314,8,480,31.0,228.0,0.9957,9.4,14.0,1,0,1,0,0,0
1315,8,320,54.0,136.0,0.99516,10.6,12.2,1,1,0,0,1,0
1316,9,360,34.0,88.0,0.9902799999999999,12.5,13.0,1,0,1,0,0,0
1317,9,460,16.0,135.0,0.9928,10.4,14.8,1,0,1,0,0,0
1318,7,450,44.0,192.0,0.9981,9.4,14.2,1,1,0,0,1,0
1319,7,280,6.0,24.0,0.9926,9.9,17.8,1,1,0,1,0,0
1320,8,500,30.0,97.0,0.9951,10.1,16.2,1,1,0,0,0,0
1321,5,760,12.0,20.0,0.99546,10.1,14.4,0,1,0,1,1,0
1322,6,810,14.0,38.0,0.9984,9.0,15.6,0,0,1,0,1,0
1323,8,690,20.0,114.0,0.9901399999999999,13.4,13.4,1,0,1,0,1,0
1324,10,350,64.0,138.0,0.9895,12.4,10.4,1,1,0,0,0,0
1325,5,740,41.0,197.0,0.998,9.8,17.0,1,1,0,0,0,0
1326,8,380,53.0,141.0,0.9992,9.2,15.8,1,1,0,0,0,0
1327,9,350,40.0,106.0,0.9891399999999999,12.9,12.4,1,0,1,0,0,0
1328,6,1140,15.0,64.0,0.9958799999999999,9.5,14.0,0,0,0,1,1,0
1330,7,580,25.0,125.0,0.99856,9.4,13.2,1,1,0,0,0,0
1331,8,420,61.0,210.0,0.997,9.7,12.2,1,0,1,0,0,0
1332,5,670,4.0,11.0,0.997,9.5,12.8,0,0,1,0,1,0
1333,6,830,8.0,28.0,0.99836,10.4,18.0,0,1,0,0,0,1
1334,7,510,72.0,177.0,0.9972,9.8,14.0,1,1,0,0,0,0
1335,7,460,17.0,106.0,0.99098,11.5,13.0,1,1,0,0,0,0
1336,9,390,46.0,165.0,0.99795,9.8,13.2,1,1,0,0,0,0
1337,8,320,23.0,118.0,0.9912,11.8,12.8,1,1,0,0,0,0
1338,9,280,32.0,118.0,0.9901,12.1,15.6,1,1,0,0,0,0
1339,8,490,52.5,106.0,0.9969100000000001,9.4,11.4,1,1,0,0,0,0
1340,8,320,68.0,137.0,0.99159,11.3,11.8,1,1,0,1,0,0
1341,7,420,26.0,102.0,0.9942700000000001,9.5,15.2,1,1,0,1,0,0
1342,7,240,13.0,91.0,0.993,10.1,17.0,1,1,0,1,0,0
1343,5,780,7.0,12.0,0.99587,9.5,14.4,0,1,0,1,1,0
1345,5,770,12.0,65.0,0.9967,9.2,16.2,0,0,1,0,1,0
1346,11,350,28.0,124.0,0.997,10.4,18.2,1,1,0,0,0,0
1347,6,580,18.0,38.0,0.99518,11.1,17.0,0,1,0,0,1,0
1348,8,470,52.0,172.0,0.9957299999999999,9.5,14.4,1,1,0,0,0,0
1349,7,390,21.0,177.0,0.9927,10.8,14.0,1,1,0,1,0,0
1350,9,280,29.0,142.0,0.9925,13.0,16.2,1,0,1,0,0,0
1351,7,660,15.0,28.0,0.99459,10.0,12.8,0,0,1,0,0,0
1352,7,420,58.0,166.0,0.99855,9.4,16.4,1,0,1,0,0,0
1353,7,300,34.0,129.0,0.9946,10.4,12.0,1,1,0,0,0,0
1354,8,280,28.0,89.0,0.9913200000000001,11.8,14.8,1,1,0,0,0,0
1355,8,520,23.0,118.0,0.9938,10.4,12.6,1,1,0,0,0,0
1356,8,270,16.0,102.0,0.99067,11.2,11.0,1,0,1,0,0,0
1357,7,460,23.0,130.0,0.99587,9.6,19.6,1,1,0,1,0,0
1358,5,740,27.0,85.0,0.9970600000000001,9.0,15.2,0,1,0,0,1,0
1359,10,470,33.0,96.0,0.9928,10.4,14.0,1,1,0,1,0,0
1360,8,510,51.0,139.0,0.99336,11.0,11.2,1,1,0,1,0,0
1361,5,840,21.0,75.0,0.9987,9.7,18.0,0,1,0,0,1,0
1362,10,260,40.0,104.0,0.9914,11.1,13.2,1,1,0,0,0,0
1363,7,530,41.0,174.0,0.99306,11.6,16.4,1,1,0,0,0,0
1364,6,900,23.0,74.0,0.9953,12.2,10.4,0,1,0,0,1,0
1365,7,400,24.0,125.0,0.9939,9.0,12.4,1,0,1,0,0,0
1366,5,1110,50.0,110.0,0.9983,9.4,15.0,0,1,0,1,1,0
1367,8,500,34.0,150.0,0.9943700000000001,10.0,16.0,1,1,0,0,0,0
1368,8,370,66.0,144.0,0.9923,10.2,14.6,1,1,0,0,0,0
1369,7,390,22.0,64.0,0.9936200000000001,10.7,15.8,1,1,0,0,0,0
1370,8,540,54.0,174.0,0.9954299999999999,9.4,17.0,1,0,1,0,0,0
1371,5,930,16.0,112.0,0.9998,9.5,17.8,0,0,1,0,1,0
1372,7,480,14.0,125.0,0.9942799999999999,9.8,14.4,1,1,0,0,1,0
1373,8,470,27.0,151.0,0.9937,10.1,15.2,1,1,0,1,0,0
1374,5,740,32.0,84.0,0.9971700000000001,9.0,16.0,0,0,1,0,0,0
1375,6,800,11.0,27.0,0.9974,9.4,16.6,0,1,0,0,0,0
1376,8,450,39.0,193.0,0.9986,9.2,14.8,1,1,0,1,0,0
1377,5,1610,7.0,62.0,0.99395,11.0,10.6,0,0,0,1,1,0
1378,8,600,51.0,190.0,0.99916,8.8,12.6,1,0,1,0,0,0
1379,7,660,41.0,176.0,0.9955200000000001,9.4,13.8,1,1,0,0,1,0
1380,6,660,6.0,22.0,0.9986,11.2,22.2,0,1,0,0,1,0
1382,6,1320,3.0,11.0,0.99577,13.2,18.6,0,0,1,0,0,0
1383,8,380,29.0,129.0,0.9931200000000001,10.4,15.0,1,1,0,0,0,0
1384,5,1050,29.0,53.0,0.9998,9.9,20.8,0,1,0,1,1,0
1385,7,590,10.0,112.0,0.9958,10.1,18.2,1,1,0,0,0,0
1386,7,430,34.0,142.0,0.99382,9.8,11.2,1,0,1,0,0,0
1387,8,560,44.0,168.0,0.9947,10.1,14.6,1,0,1,0,0,0
1388,7,430,54.0,201.0,0.99551,9.5,12.8,1,0,1,0,0,0
1389,7,550,53.0,177.0,0.9950200000000001,9.6,12.8,1,0,1,0,0,0
1390,8,480,39.0,197.0,0.9974,9.6,16.8,1,1,0,0,0,0
1391,8,390,16.0,98.0,0.9904,11.7,13.8,1,1,0,0,0,0
1392,5,790,19.0,0.0,0.998,9.2,17.6,0,1,0,0,1,0
1393,5,750,16.0,51.0,0.99685,9.5,14.2,0,1,0,1,1,0
1394,9,340,49.0,158.0,0.98774,13.1,10.0,1,1,0,0,0,0
1395,9,300,22.0,86.0,0.9906200000000001,11.7,11.4,1,0,1,0,0,0
1396,8,420,67.0,181.0,0.99435,10.2,12.8,1,1,0,0,0,0
1397,8,440,31.0,124.0,0.9948,10.2,16.0,1,0,1,0,0,0
1398,8,480,22.0,221.0,0.9969,9.2,15.4,1,1,0,0,1,0
1399,9,420,44.5,129.5,0.9998,9.1,14.6,1,1,0,0,0,0
1400,8,290,25.0,93.0,0.9942799999999999,10.5,11.2,1,1,0,0,0,0
1401,8,450,38.0,127.0,0.9974,8.9,13.4,1,0,1,0,0,0
1402,5,850,10.0,25.0,0.997,11.8,22.0,0,1,0,0,0,0
1403,8,390,50.0,118.0,0.9908,11.2,14.2,1,1,0,0,0,0
1404,7,440,17.0,101.0,0.99471,10.0,14.4,1,1,0,0,0,0
1405,8,230,19.0,86.0,0.99,12.5,13.2,1,1,0,0,0,0
1406,7,530,15.0,144.0,0.993,10.5,15.8,1,1,0,0,0,0
1407,6,680,11.0,35.0,0.996,11.6,15.6,0,0,1,0,1,0
1408,6,440,19.0,65.0,0.991,12.6,14.4,1,0,1,0,0,0
1409,6,1220,10.0,41.0,0.998,12.5,20.4,0,0,1,0,0,0
1410,7,420,54.0,201.0,0.99177,11.4,14.2,1,0,1,0,0,0
1411,8,340,9.0,45.0,0.99144,10.5,13.4,1,1,0,0,0,0
1412,9,180,23.0,127.0,0.99474,11.2,17.4,1,0,1,0,0,0
1413,7,420,17.0,133.0,0.9937299999999999,9.4,12.2,1,0,1,0,0,0
1414,8,440,38.0,100.0,0.9904,11.2,13.2,1,1,0,1,0,0
1415,7,510,54.0,201.0,0.9976,9.0,12.4,1,0,1,0,0,0
1416,4,690,4.0,8.0,0.9939600000000001,10.4,13.2,0,1,0,1,1,0
1417,7,360,47.0,127.0,0.9936799999999999,10.6,12.0,1,1,0,0,0,0
1418,7,490,50.0,187.0,0.9927,9.5,12.2,1,0,1,0,0,0
1419,9,320,35.0,148.0,0.9932,10.7,13.8,1,1,0,0,0,0
1420,9,530,48.5,212.0,0.9986,9.1,14.8,1,1,0,1,0,0
1421,9,360,41.0,98.0,0.99,11.9,13.0,1,1,0,0,0,0
1422,4,800,6.0,13.0,0.99498,10.1,11.2,0,1,0,1,1,0
1423,5,900,8.0,19.0,0.9974,9.3,15.4,0,1,0,1,1,0
1424,7,260,33.0,143.0,0.99244,11.1,15.0,1,0,1,0,0,0
1425,8,490,26.0,152.0,0.99346,10.0,13.4,1,1,0,0,0,0
1426,7,510,35.0,146.0,0.9967600000000001,9.4,13.2,1,1,0,0,0,0
1427,6,1180,10.0,17.0,1.0002,11.7,21.8,0,0,1,0,1,0
1428,6,550,27.0,33.0,0.9922,12.3,12.6,0,1,0,0,1,0
1429,8,350,31.0,128.0,0.9916,12.3,16.4,1,1,0,0,0,0
1430,8,260,29.0,140.0,0.991,12.5,15.6,1,1,0,1,0,0
1431,9,490,31.0,150.0,0.9953,9.9,13.4,1,1,0,0,0,0
1433,7,460,27.0,132.0,0.99234,11.3,11.8,1,1,0,0,0,0
1434,7,530,61.0,183.0,0.9936,9.2,14.2,1,0,1,0,0,0
1435,7,430,29.0,149.0,0.9952,10.0,15.6,1,1,0,0,1,0
1437,8,310,44.0,109.0,0.9906,12.5,15.0,1,0,1,0,0,0
1438,5,820,43.0,60.0,0.9949899999999999,9.2,15.0,0,0,1,0,1,0
1439,6,620,21.0,28.0,0.9935200000000001,12.3,13.2,0,0,1,0,1,0
1440,7,460,54.0,168.0,0.9978,10.1,12.8,1,1,0,1,0,0
1441,4,450,41.0,85.0,0.9938,10.5,10.0,0,0,0,0,0,1
1442,6,770,48.0,166.0,0.9944,8.7,10.6,1,0,1,0,0,0
1443,8,320,15.0,91.0,0.98988,13.1,12.8,1,1,0,0,1,0
1445,9,330,27.0,93.0,0.992,12.6,15.8,1,1,0,0,1,0
1446,7,800,16.0,33.0,0.99736,10.8,14.8,0,1,0,1,1,0
1447,10,280,13.0,59.0,0.98975,11.9,10.4,1,1,0,1,0,0
1448,8,360,17.0,98.0,0.9914200000000001,10.5,11.0,1,0,1,0,0,0
1449,6,780,1.0,28.0,0.9990000000000001,10.3,18.2,0,1,0,0,0,0
1450,7,380,15.0,72.0,0.99066,11.0,13.2,1,0,1,0,0,0
1451,7,520,27.0,128.0,0.99475,9.4,12.4,1,0,1,0,0,0
1452,6,830,17.0,38.0,0.9962200000000001,11.1,19.2,0,1,0,0,1,0
1453,7,400,52.0,103.0,0.99026,11.2,11.0,1,1,0,1,0,0
1454,8,580,55.0,194.0,0.9979,9.0,14.4,1,1,0,0,0,0
1455,9,350,42.0,120.0,0.9928,10.6,16.0,1,1,0,1,0,0
1456,9,320,49.0,151.0,0.99,12.7,14.4,1,1,0,0,0,0
1457,6,720,26.0,52.0,0.99379,11.5,12.6,0,0,0,1,1,0
1458,7,410,61.0,230.0,0.99505,8.9,12.2,1,1,0,0,0,0
1459,5,890,10.0,52.0,0.9968,9.5,16.6,0,0,0,1,1,0
1460,7,460,47.0,188.0,0.9964,10.0,16.0,1,0,1,0,0,0
1461,6,720,31.0,92.0,0.99566,11.1,14.6,0,1,0,1,1,0
1462,8,530,39.0,148.0,0.9927,9.4,13.8,1,0,1,0,0,0
1463,8,530,52.0,196.0,0.9959,9.1,13.0,1,1,0,0,0,0
1464,9,470,33.0,127.0,0.991,11.0,11.2,1,1,0,0,0,0
1465,7,390,62.0,204.0,0.9982,9.5,15.0,1,0,1,0,0,0
1466,8,420,36.0,130.0,0.9979,9.9,14.6,1,1,0,0,0,0
1468,9,390,43.0,125.0,0.99229,10.1,13.4,1,1,0,1,0,0
1469,8,470,69.0,160.0,0.99705,9.6,13.6,1,1,0,0,0,0
1470,8,470,47.0,156.0,0.99945,9.1,14.2,1,1,0,1,0,0
1471,7,360,23.0,56.0,0.9904,11.3,11.8,1,0,1,0,0,0
1472,8,340,41.0,193.0,0.99223,10.4,13.0,1,1,0,0,0,0
